,Unnamed: 0,user,tweet,stem,label,tokenizing
1535,1535,prftks,gak jadi tidur soal nya curiga ðŸ¤¨ðŸ“¸,tidur curiga,-1,"['gak', 'jadi', 'tidur', 'soal', 'nya', 'curiga']"
1536,1536,gwkls.5.sd.11tahun,apakah kalian siap menguasai Eropa,kuasa eropa,1,"['apakah', 'kalian', 'siap', 'menguasai', 'eropa']"
1537,1537,lord_shinn,Kok creator nya ga tid-ðŸ˜ªðŸ˜´ðŸ˜´,creator ga tid,0,"['kok', 'creator', 'nya', 'ga', 'tid']"
1538,1538,nmvidic,jir,jir,0,['jir']
1539,1539,ramobooki,ya b-ðŸ˜´,ya b,0,"['ya', 'b']"
1540,1540,wizard.ganteng,musik itu kan. .. ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,musik,0,"['musik', 'itu', 'kan']"
1541,1541,rsdwhyni,wkwkwkwk,wkwkwkwk,0,['wkwkwkwk']
1542,1542,monsneedglory,@zynga_jed__ kok turðŸ˜´ðŸ˜´ðŸ˜´,tur,0,"['kok', 'tur']"
1543,1543,klinikdrnas_sepatan,koðŸ˜´,ko,0,['ko']
1544,1544,syifa_dara2,emng knp sih lagu ini?,emng knp sih lagu,1,"['emng', 'knp', 'sih', 'lagu', 'ini']"
1545,1545,nvlveren,dokternya mau diapain bang ? ðŸ¤¨ðŸ¤¨ðŸ¤¨ðŸ¤¨,dokter diapain bang,0,"['dokternya', 'mau', 'diapain', 'bang']"
1546,1546,bebankeluaraga._,lahh kok tid-ðŸ˜´ðŸ˜´,lahh tid,0,"['lahh', 'kok', 'tid']"
1547,1547,undermytophat,lah kok tur-ðŸ˜´,tur,0,"['lah', 'kok', 'tur']"
1548,1548,hans_r21,afaiyaahhðŸ¥±ðŸ˜ªðŸ˜´ðŸ˜´ðŸ˜´,afaiyaahh,0,['afaiyaahh']
1549,1549,kageyamatobio199,jan di tahan budok ketawa aja,jan tahan budok ketawa aja,0,"['jan', 'di', 'tahan', 'budok', 'ketawa', 'aja']"
1550,1550,zennnsky22,dokter nya ser-ðŸ˜´ðŸ˜´,dokter ser,0,"['dokter', 'nya', 'ser']"
1551,1551,ryuuoiiin,dokternya asik banðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,dokter asik ban,0,"['dokternya', 'asik', 'ban']"
1552,1552,kristalleoravelin,aku tidak mau di sunt-ðŸ˜´,sunt,0,"['aku', 'tidak', 'mau', 'di', 'sunt']"
1553,1553,aryaprwndhip,@Luthfi Halimawan liat Pi akwkawkka,halimawan liat pi akwkawkka,0,"['halimawan', 'liat', 'pi', 'akwkawkka']"
1554,1554,imfajr._,lah kok dokternya tid- ðŸ˜´ðŸ˜´ðŸ˜´,dokter tid,0,"['lah', 'kok', 'dokternya', 'tid']"
1555,1555,hanzo_barbar,dokter pas detik terakhir ketawa jirr,dokter pas detik ketawa jirr,0,"['dokter', 'pas', 'detik', 'terakhir', 'ketawa', 'jirr']"
1556,1556,raffamaujadianimek,itu dia mau ngakak di akhirðŸ—¿,ngakak,0,"['itu', 'dia', 'mau', 'ngakak', 'di', 'akhir']"
1557,1557,sm4lunchhh,@auahgelapp7 euy,euy,0,['euy']
1558,1558,makimaa01,@rndii2 turu,turu,0,['turu']
1559,1559,rndii2,wkwk,wkwk,0,['wkwk']
1560,1560,klinikdrnas_sepatan,ðŸ˜´,,0,[]
1561,1561,littleblackcat_21,langsung turuðŸ˜´ðŸ˜´,langsung turu,0,"['langsung', 'turu']"
1562,1562,steven_rafael55,janji gðŸ˜´,janji,1,"['janji', 'g']"
1563,1563,soullandl,emangnya kenap-ðŸ˜´,emang kenap,0,"['emangnya', 'kenap']"
1564,1564,usern450iesp90,bebtar lagi dokter di,bebtar dokter,0,"['bebtar', 'lagi', 'dokter', 'di']"
1565,1565,omashuuu,saya akan kasih ibu obat par--ðŸ˜´,kasih obat par,0,"['saya', 'akan', 'kasih', 'ibu', 'obat', 'par']"
1566,1566,anjymabar21,malah turu,turu,0,"['malah', 'turu']"
1567,1567,stres818,lokasi nya dimanðŸ˜´,lokasi dim,0,"['lokasi', 'nya', 'diman']"
1568,1568,zentheindo,wah admin klinik nya psatir hamdaðŸ˜´ðŸ˜´ðŸ˜´,admin klinik psatir hamda,0,"['wah', 'admin', 'klinik', 'nya', 'psatir', 'hamda']"
1569,1569,jordytjioe,Dokter tier S++ Tur- ðŸ˜´ðŸ˜´,dokter tier s tur,0,"['dokter', 'tier', 's', 'tur']"
1570,1570,semakinviral138,"dokter praktekâŒ
dokter turuâœ…",dokter praktek dokter turu,0,"['dokter', 'praktek', 'dokter', 'turu']"
1571,1571,bapakganteng2009,dokter kita malah turuðŸ˜‚ðŸ˜‚ðŸ˜‚,dokter turu,0,"['dokter', 'kita', 'malah', 'turu']"
1572,1572,xrafxxxxx,janji ga prot Â²,janji ga prot,1,"['janji', 'ga', 'prot']"
1573,1573,_zaki_393,lah lu lagi,lu,0,"['lah', 'lu', 'lagi']"
1574,1574,afrrbs,lah kok gw ti...ðŸ˜´ðŸ˜´,ti,0,"['lah', 'kok', 'gw', 'ti']"
1575,1575,fauzan4635,sumuanya kumpulin emot turuðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,sumuanya kumpulin emot turu,0,"['sumuanya', 'kumpulin', 'emot', 'turu']"
1576,1576,revandika24,@ice sugar ðŸ’• kayak suara lu bangðŸ˜‚,sugar kayak suara lu bang,0,"['sugar', 'kayak', 'suara', 'lu', 'bang']"
1577,1577,yudharizki_027,Kok Bisa Git-ðŸ˜´ðŸ˜´ðŸ˜´,git,0,"['kok', 'bisa', 'git']"
1578,1578,rahmad.1102,logat dokternya kek kenal,logat dokter kenal,0,"['logat', 'dokternya', 'kek', 'kenal']"
1579,1579,jsp_y,Dokter tier t,dokter tier t,0,"['dokter', 'tier', 't']"
1580,1580,ilham_366,gua tau lagu ini buat ðŸ˜´ðŸ˜´ðŸ˜´,gua tau lagu,0,"['gua', 'tau', 'lagu', 'ini', 'buat']"
1581,1581,fire_gaming125,"janji gak tur-ðŸ˜´""ðŸ˜´ðŸ˜´ðŸ˜ª",janji tur,1,"['janji', 'gak', 'tur']"
1582,1582,scores7,ini Sangat Sangat ri-ðŸ˜´,ri,0,"['ini', 'sangat', 'sangat', 'ri']"
1583,1583,wafiqitsarh,baru buka tik-ðŸ˜´,buka tik,0,"['baru', 'buka', 'tik']"
1584,1584,jiajagung,@sapy_alami dokter nya kerðŸ˜´,dokter ker,0,"['dokter', 'nya', 'ker']"
1585,1585,indonesianocounter,diapain bang ðŸ—¿,diapain bang,0,"['diapain', 'bang']"
1586,1586,alhidrubausat,kak itu lagu apa?,kak lagu,1,"['kak', 'itu', 'lagu', 'apa']"
1587,1587,bintang.a.l,fix lagu medis @can.ifanny.gh41,fix lagu medis ifanny gh,1,"['fix', 'lagu', 'medis', 'ifanny', 'gh']"
1588,1588,kekaisaranjaponawipbi,efek nya keren,efek keren,1,"['efek', 'nya', 'keren']"
1589,1589,ultraman_king12367,Kerjasama yg bagus ðŸ˜‚,kerjasama bagus,1,"['kerjasama', 'yg', 'bagus']"
1590,1590,adit_yuan8,malah tid-ðŸ˜´ðŸ˜´,tid,0,"['malah', 'tid']"
1591,1591,rickroll37,@y sampek klinik,sampek klinik,0,"['sampek', 'klinik']"
1592,1592,user100203865123,yah ketawa,yah ketawa,0,"['yah', 'ketawa']"
1593,1593,baddworlddd,keren cuðŸ˜´,keren cu,1,"['keren', 'cu']"
1594,1594,ngapin_liatnama,wah aku jadi -ðŸ˜´,,0,"['wah', 'aku', 'jadi']"
1595,1595,gizzzz13,dokter turuðŸ˜´ðŸ˜´,dokter turu,0,"['dokter', 'turu']"
1596,1596,ageyulianti,di akhir dokter nya ketawa,dokter ketawa,0,"['di', 'akhir', 'dokter', 'nya', 'ketawa']"
1597,1597,umberellacrop,anda wibu ya,wibu ya,0,"['anda', 'wibu', 'ya']"
1598,1598,alfindratama,lagi nyuntik trus denger lagu ini ðŸ˜³,nyuntik trus denger lagu,1,"['lagi', 'nyuntik', 'trus', 'denger', 'lagu', 'ini']"
1599,1599,alufedtikto,ðŸ—¿lagunya aku bikin mama papa adek malah turu hemmmmðŸ—¿,lagu bikin mama papa adek turu hemmmm,1,"['lagunya', 'aku', 'bikin', 'mama', 'papa', 'adek', 'malah', 'turu', 'hemmmm']"
1600,1600,adminvario7,dokter lulusan meme ðŸ—¿,dokter lulus meme,0,"['dokter', 'lulusan', 'meme']"
1601,1601,fendra_adi,lagi operasi dengerin musik dah turu kabeh,operasi dengerin musik dah turu kabeh,0,"['lagi', 'operasi', 'dengerin', 'musik', 'dah', 'turu', 'kabeh']"
1602,1602,sans_au_with_frisk_au,baru aku tahu lagu realnya dari UndertaleðŸ˜´,lagu real undertale,1,"['baru', 'aku', 'tahu', 'lagu', 'realnya', 'dari', 'undertale']"
1603,1603,xyzzndree,kesempatan tidak datang 2 kali,sempat kali,0,"['kesempatan', 'tidak', 'datang', 'kali']"
1604,1604,i.vario,Setelah lagu habis ngapain lagi bang ðŸ˜…,lagu habis ngapain bang,1,"['setelah', 'lagu', 'habis', 'ngapain', 'lagi', 'bang']"
1605,1605,wibu_jj,kalo udah bangun aku. mau tau dokternya mimpi apa,kalo udah bangun tau dokter mimpi,0,"['kalo', 'udah', 'bangun', 'aku', 'mau', 'tau', 'dokternya', 'mimpi', 'apa']"
1606,1606,anakhoki111,dokternya tidur kameramennya kok engga ðŸ—¿,dokter tidur kameramennya engga,0,"['dokternya', 'tidur', 'kameramennya', 'kok', 'engga']"
1607,1607,tunggubancettya,gua udah mencoba berfikir se positif mungkin abis dokternya tidurðŸ¥º,gua udah coba berfikir positif abis dokter tidur,0,"['gua', 'udah', 'mencoba', 'berfikir', 'se', 'positif', 'mungkin', 'abis', 'dokternya', 'tidur']"
1608,1608,ndhfadm,hbs itu diapain dok?,hbs diapain dok,0,"['hbs', 'itu', 'diapain', 'dok']"
1609,1609,awokawokpreset,Dokter nya mau di apain bngðŸ¤¨ðŸ“¸,dokter apain bng,0,"['dokter', 'nya', 'mau', 'di', 'apain', 'bng']"
1610,1610,uciha_obito230,Gw Pen Dapet Dokter kek gitu,pen dapet dokter gitu,0,"['gw', 'pen', 'dapet', 'dokter', 'kek', 'gitu']"
1611,1611,reyhann_z,"Coba pas Lagi operasi, Abistu setel lagu nya ke DokterÂ²",coba pas operasi abistu setel lagu dokter,1,"['coba', 'pas', 'lagi', 'operasi', 'abistu', 'setel', 'lagu', 'nya', 'ke', 'dokter']"
1612,1612,dojyunn,gw ga ngerti ini lagu maksudnya apa dah,ga ngerti lagu maksud dah,1,"['gw', 'ga', 'ngerti', 'ini', 'lagu', 'maksudnya', 'apa', 'dah']"
1613,1613,dwifortunaanjusap,Dokternya jenaka sekali ðŸ˜‚,dokter jenaka,0,"['dokternya', 'jenaka', 'sekali']"
1614,1614,ruendiii_0,dokternya ketawa:v,dokter ketawa v,0,"['dokternya', 'ketawa', 'v']"
1615,1615,pelindung_loli2agen,dokter juga turu apalagi pasien nya,dokter turu pasien,1,"['dokter', 'juga', 'turu', 'apalagi', 'pasien', 'nya']"
1616,1616,endeavorid,"asli udah banyak fyp musik ini, tapi tetep ga nangkep jokesnya",asli udah fyp musik tetep ga nangkep jokesnya,1,"['asli', 'udah', 'banyak', 'fyp', 'musik', 'ini', 'tapi', 'tetep', 'ga', 'nangkep', 'jokesnya']"
1617,1617,yyayolc,dokter lulusan sma anjay,dokter lulus sma anjay,0,"['dokter', 'lulusan', 'sma', 'anjay']"
1618,1618,aryadwk6,"bro strimer bro strimer,garaÂ² anda tik tok saya isinya music discolen semua",bro strimer bro strimer gara tik tok isi music discolen,0,"['bro', 'strimer', 'bro', 'strimer', 'gara', 'anda', 'tik', 'tok', 'saya', 'isinya', 'music', 'discolen', 'semua']"
1619,1619,azzam_uwu,apa yang terjadi dgn lagu itu?,dgn lagu,1,"['apa', 'yang', 'terjadi', 'dgn', 'lagu', 'itu']"
1620,1620,peteleparker,dokter nya ril tjcuy ðŸ˜…â˜,dokter ril tjcuy,0,"['dokter', 'nya', 'ril', 'tjcuy']"
1621,1621,sumu_bukan_sumur,anjoy bahkan dokterðŸ˜³,anjoy dokter,0,"['anjoy', 'bahkan', 'dokter']"
1622,1622,introvertzs,kameramen kok ga tu- ðŸ˜´,kameramen ga,0,"['kameramen', 'kok', 'ga', 'tu']"
1623,1623,kipen._,baru aja buka tiktokðŸ˜´,aja buka tiktok,0,"['baru', 'aja', 'buka', 'tiktok']"
1624,1624,diandra_cntp2,reflek tidu-,reflek tidu,0,"['reflek', 'tidu']"
1625,1625,meezonecuy,Kok malah tur-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,tur,0,"['kok', 'malah', 'tur']"
1626,1626,qiraa.yt,Detik detik sebelum menit,detik detik menit,0,"['detik', 'detik', 'sebelum', 'menit']"
1627,1627,bnnyyyazaa,lah malah turðŸ˜´ðŸ˜´,tur,0,"['lah', 'malah', 'tur']"
1628,1628,andiiiikkaaaa_,perasaan uda liðŸ˜´ðŸ˜´,asa uda li,0,"['perasaan', 'uda', 'li']"
1629,1629,dorakula_gaming,dokter juga gak kebal bambaðŸ˜´ðŸ˜´,dokter kebal bamba,0,"['dokter', 'juga', 'gak', 'kebal', 'bamba']"
1630,1630,akubsapa,dokter Nahan tawa,dokter nahan tawa,0,"['dokter', 'nahan', 'tawa']"
1631,1631,ginga1132,gw ga turðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,ga tur,0,"['gw', 'ga', 'tur']"
1632,1632,khanyzxq,emang lagu apsi- ðŸ˜´ðŸ˜ª,emang lagu apsi,1,"['emang', 'lagu', 'apsi']"
1633,1633,kapi_gay,yang tau lagu ini nyesel ðŸ—¿,tau lagu nyesel,1,"['yang', 'tau', 'lagu', 'ini', 'nyesel']"
1634,1634,kenzie23455,dokter pun ikut turu ðŸ—¿@annora__1 @fathur123mifauzi41,dokter turu,0,"['dokter', 'pun', 'ikut', 'turu']"
1635,1635,bungadenisa12,janji ga tur-ðŸ˜´,janji ga tur,1,"['janji', 'ga', 'tur']"
1636,1636,zyann365,kok dokter nya turðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜ªðŸ˜ªðŸ˜ª,dokter tur,0,"['kok', 'dokter', 'nya', 'tur']"
1637,1637,1only_human,ntar yg nyembuhin pasian siapa- ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,ntar nyembuhin pasi,0,"['ntar', 'yg', 'nyembuhin', 'pasian', 'siapa']"
1638,1638,fthr_451,lah kok ti ðŸ¥±ðŸ¥±ðŸ˜´ðŸ˜´ðŸ˜ªðŸ˜ª,ti,0,"['lah', 'kok', 'ti']"
1639,1639,n.akanee,prot prot,prot prot,0,"['prot', 'prot']"
1640,1640,drdamage,@moaalogy MAKSUDNYA APA SIIIIIIIIIIHHHHHH,maksud siiiiiiiiiihhhhhh,0,"['maksudnya', 'apa', 'siiiiiiiiiihhhhhh']"
1641,1641,satyakahmaniezz,"hmm, langsung tur-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´",hmm langsung tur,0,"['hmm', 'langsung', 'tur']"
1642,1642,frzzlearning,Janji ga tu-ðŸ˜´ðŸ˜´,janji ga,1,"['janji', 'ga', 'tu']"
1643,1643,strikeejoy,janji ga tu-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,janji ga,1,"['janji', 'ga', 'tu']"
1644,1644,enterkean,ko saya jadi ngaðŸ˜´ðŸ˜´,ko nga,0,"['ko', 'saya', 'jadi', 'nga']"
1645,1645,notanimeh,@Esther @hertz @magician dokter ini tier s,dokter tier s,0,"['dokter', 'ini', 'tier', 's']"
1646,1646,mhmd_rzldi,kok kamu turu do-ðŸ˜´,turu do,0,"['kok', 'kamu', 'turu', 'do']"
1647,1647,normanofcb,janji gak tie-ðŸ˜´,janji tie,1,"['janji', 'gak', 'tie']"
1648,1648,si_anying0,bang gw lagi minum btw gw mau ti-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,bang minum btw ti,0,"['bang', 'gw', 'lagi', 'minum', 'btw', 'gw', 'mau', 'ti']"
1649,1649,eh_owen,cita cita dokter jadi apa iyðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,cita cita dokter iy,0,"['cita', 'cita', 'dokter', 'jadi', 'apa', 'iy']"
1650,1650,agustinwahyuni,mas itu lagu aappðŸ˜´,mas lagu aapp,1,"['mas', 'itu', 'lagu', 'aapp']"
1651,1651,knjutttbadag,kesempatan banhgðŸ˜…ðŸ‘†,sempat banhg,0,"['kesempatan', 'banhg']"
1652,1652,orang.terganteng123,baru bangun dah tdr lag- ðŸ˜´ðŸ˜´,bangun dah tdr lag,0,"['baru', 'bangun', 'dah', 'tdr', 'lag']"
1653,1653,sisisipitkenji,dokter nya kena- ðŸ˜´ðŸ˜´ðŸ˜´,dokter kena,0,"['dokter', 'nya', 'kena']"
1654,1654,aby_rastra.y,ini lagu apaan dah,lagu dah,1,"['ini', 'lagu', 'apaan', 'dah']"
1655,1655,owooqiikw,janji ga tu-ðŸ˜´,janji ga,1,"['janji', 'ga', 'tu']"
1656,1656,sunartisunarti3983,janji gak tidðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,janji tid,1,"['janji', 'gak', 'tid']"
1657,1657,h0tchocorum,apa itu tidur adanya turu,tidur turu,0,"['apa', 'itu', 'tidur', 'adanya', 'turu']"
1658,1658,muhamadabid002,janji ngga turðŸ˜ª,janji tur,1,"['janji', 'ngga', 'tur']"
1659,1659,panjiarya206,"lah, dokternya ketawaðŸ˜‚",dokter ketawa,0,"['lah', 'dokternya', 'ketawa']"
1660,1660,ravealdo,Dokter Tier SðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,dokter tier s,0,"['dokter', 'tier', 's']"
1661,1661,aphr0dyttee_,loh kok tid-ðŸ˜´,loh tid,0,"['loh', 'kok', 'tid']"
1662,1662,nonameskepo,astaga bang lu kok gi-,astaga bang lu gi,0,"['astaga', 'bang', 'lu', 'kok', 'gi']"
1663,1663,ren_ft_kadita,nahan ketawa awokawokawok,nahan ketawa awokawokawok,0,"['nahan', 'ketawa', 'awokawokawok']"
1664,1664,sinugi666,gak bakal ngefek Ama akðŸ˜´ðŸ˜´,ngefek ama ak,0,"['gak', 'bakal', 'ngefek', 'ama', 'ak']"
1665,1665,iwantnami,Dokter tier S ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,dokter tier s,0,"['dokter', 'tier', 's']"
1666,1666,rakalos,ini klinik DR.satir ðŸ˜,klinik dr satir,-1,"['ini', 'klinik', 'dr', 'satir']"
1667,1667,catsgabuts,ketawa dikit dokter nya,ketawa dikit dokter,0,"['ketawa', 'dikit', 'dokter', 'nya']"
1668,1668,ndakog05,Bro?itu lagu disetel terus?ðŸ¤¨ðŸ§,bro lagu setel,1,"['bro', 'itu', 'lagu', 'disetel', 'terus']"
1669,1669,rullneedtank,Kesempatan banhðŸ˜±ðŸ˜…â˜ï¸,sempat banh,0,"['kesempatan', 'banh']"
1670,1670,bintang.alfq,@lathsxie @user1233241627573 janji ga prot protðŸ˜…â˜,janji ga prot prot,1,"['janji', 'ga', 'prot', 'prot']"
1671,1671,dyzzguy,dokter tier es wkwkwkw,dokter tier es wkwkwkw,0,"['dokter', 'tier', 'es', 'wkwkwkw']"
1672,1672,itskindajaul,reflek turuuuðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,reflek turuuu,0,"['reflek', 'turuuu']"
1673,1673,rizal_maulana337,bayangin ini Jepang,bayangin jepang,0,"['bayangin', 'ini', 'jepang']"
1674,1674,_gritzz,@abimsukant dokter tier e-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,dokter tier e,0,"['dokter', 'tier', 'e']"
1675,1675,danggara3,janji gk turðŸ˜´,janji gk tur,1,"['janji', 'gk', 'tur']"
1676,1676,yntkts69286,keingat dokter botak,ingat dokter botak,-1,"['keingat', 'dokter', 'botak']"
1677,1677,4sharkydays,saatnya beraksi ðŸ˜,aksi,0,"['saatnya', 'beraksi']"
1678,1678,tukangtrollhalal,Duh Baru Buk-ðŸ˜´,duh buk,0,"['duh', 'baru', 'buk']"
1679,1679,v8_nofaln,apa sih maksut nya tiba tiba turu,sih maksut turu,0,"['apa', 'sih', 'maksut', 'nya', 'tiba', 'tiba', 'turu']"
1680,1680,chavez.mlbb,abis itu ngapain banhðŸ¤¨,abis ngapain banh,0,"['abis', 'itu', 'ngapain', 'banh']"
1681,1681,lightsoul99,jokes nya udah tier s ðŸ˜´ðŸ˜´ðŸ˜´,jokes udah tier s,0,"['jokes', 'nya', 'udah', 'tier', 's']"
1682,1682,mevasurya,bang aku mau na-ðŸ˜´ðŸ˜´ðŸ˜ª,bang na,0,"['bang', 'aku', 'mau', 'na']"
1683,1683,agis_thebester,lah ko malah g-ðŸ˜´,ko,0,"['lah', 'ko', 'malah', 'g']"
1684,1684,fxdaa._,jnji ga turðŸ˜ªðŸ˜´ðŸ˜´,jnji ga tur,0,"['jnji', 'ga', 'tur']"
1685,1685,slebewxd,sound ini bisa buat mal..ðŸ˜´ðŸ˜´,sound mal,0,"['sound', 'ini', 'bisa', 'buat', 'mal']"
1686,1686,sundaland4,dokter kelas meme,dokter kelas meme,0,"['dokter', 'kelas', 'meme']"
1687,1687,btchonee,prank em jhon,prank em jhon,0,"['prank', 'em', 'jhon']"
1688,1688,wisnu6969,diapain bang pas tidur ðŸ¤¨,diapain bang pas tidur,0,"['diapain', 'bang', 'pas', 'tidur']"
1689,1689,byantamvan1,JANJI NGAK ðŸ¥±ðŸ˜´ðŸ˜´ðŸ˜´,janji ngak,1,"['janji', 'ngak']"
1690,1690,ikhsantriprayoga,genrenya apa kira kira,genre,0,"['genrenya', 'apa', 'kira', 'kira']"
1691,1691,menghadehanjg,dokter tier sðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ @Arya Athaillah @Zan,dokter tier s athaillah,0,"['dokter', 'tier', 's', 'athaillah']"
1692,1692,__ucul__,janji ga prot protðŸ¤¨ðŸ¤Œ,janji ga prot prot,1,"['janji', 'ga', 'prot', 'prot']"
1693,1693,bayuabiakso,malah turðŸ˜´,tur,0,"['malah', 'tur']"
1694,1694,yogie_jlk,dokter Tier s,dokter tier s,0,"['dokter', 'tier', 's']"
1695,1695,smaeeel._,apasih baðŸ˜´,apasih ba,0,"['apasih', 'ba']"
1696,1696,miraclenovena17,malah turu,turu,0,"['malah', 'turu']"
1697,1697,febrieldp,auto turu ðŸ˜´ðŸ‘Ž,auto turu,0,"['auto', 'turu']"
1698,1698,haikalnugroho,lah malah turu ðŸ—¿,turu,0,"['lah', 'malah', 'turu']"
1699,1699,mdsuriiganz,kota tangerangðŸ˜…,kota tangerang,0,"['kota', 'tangerang']"
1700,1700,faris._197,turuðŸ˜´,turu,0,['turu']
1701,1701,_rd.ittzxy45,aku kok ngantuðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,ngantu,0,"['aku', 'kok', 'ngantu']"
1702,1702,riffaandy252,bruh ketawa,bruh ketawa,0,"['bruh', 'ketawa']"
1703,1703,apiiiapixy,ini pada ken..,ken,0,"['ini', 'pada', 'ken']"
1704,1704,nblll7,malah turuðŸ˜´,turu,0,"['malah', 'turu']"
1705,1705,olir595,pas lagi tidur..,pas tidur,0,"['pas', 'lagi', 'tidur']"
1706,1706,kingtriks,Gw Replek Turu ðŸ˜´,replek turu,0,"['gw', 'replek', 'turu']"
1707,1707,joeeenya3,@luthfihalimawan HAHAHA,hahaha,0,['hahaha']
1708,1708,impresivryzu,dokter psaðŸ˜´,dokter psa,0,"['dokter', 'psa']"
1709,1709,jqwjjw,kok bisa git...z.z.z.ðŸ˜ªðŸ˜´,git z z z,0,"['kok', 'bisa', 'git', 'z', 'z', 'z']"
1710,1710,okeokelah0,janji gak turðŸ˜´,janji tur,1,"['janji', 'gak', 'tur']"
1711,1711,agung_ngapak,dokter turu,dokter turu,0,"['dokter', 'turu']"
1712,1712,muhammad.d.zafi,gak ngerti bisa jelasin gak ðŸ˜…,ngerti jelasin,0,"['gak', 'ngerti', 'bisa', 'jelasin', 'gak']"
1713,1713,mrgavlack,janji ga tur- ðŸ˜´,janji ga tur,1,"['janji', 'ga', 'tur']"
1714,1714,hanzz275,dokternya ketawa,dokter ketawa,0,"['dokternya', 'ketawa']"
1715,1715,rexid01,relfek tur-ðŸ˜ªðŸ˜´,relfek tur,0,"['relfek', 'tur']"
1716,1716,rifki_kenshinnn,nama musik?ðŸ—¿,nama musik,0,"['nama', 'musik']"
1717,1717,anjayyy_7777,maksut?,maksut,0,['maksut']
1718,1718,shinzzzy,Okee do-ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´ðŸ˜´,okee do,0,"['okee', 'do']"
1719,1719,nelshentan587,Fyp gw ini mul-ðŸ˜´,fyp mul,0,"['fyp', 'gw', 'ini', 'mul']"
1720,1720,zeroxc._,obat tidur,obat tidur,0,"['obat', 'tidur']"
1721,1721,iguroobanai99999,GasssðŸ˜…â˜ï¸,gasss,0,['gasss']
1722,1722,gustihaikal100915_,kok bisa tid-ðŸ˜´ðŸ˜´,tid,0,"['kok', 'bisa', 'tid']"
1723,1723,yourendorfin777,ðŸ˜´ dokter L,dokter l,0,"['dokter', 'l']"
1724,1724,deanopal,ðŸ˜´ðŸ˜´@lukmanmennn,,0,[]
1725,1725,deonxmps,@panjiandhika07 dokter tier S,dokter tier s,0,"['dokter', 'tier', 's']"
1726,1726,aganih_,dokter susðŸ˜…,dokter sus,0,"['dokter', 'sus']"
1727,1727,brodiebrodieba,kameramen ko ga tu-ðŸ˜´ðŸ˜´ðŸ˜´,kameramen ko ga,0,"['kameramen', 'ko', 'ga', 'tu']"
1728,1728,farr_aj,@haekalahmad bikinðŸ˜‚,bikin,0,['bikin']
1729,1729,marvin_mardan,kelanjutannya?,lanjut,0,['kelanjutannya']
1730,1730,rubenyouua,malah turu,turu,0,"['malah', 'turu']"
1731,1731,auf_de,lagi makan ju...... ðŸ˜´ðŸ˜ªðŸ˜ª,makan ju,0,"['lagi', 'makan', 'ju']"
1732,1732,_ya215,@fthrsll bjirðŸ˜…,bjir,0,['bjir']
1733,1733,vp0id,dokter tier x ðŸ˜´ðŸ˜­,dokter tier,0,"['dokter', 'tier', 'x']"
1734,1734,yourboiwira,baru aj-ðŸ˜´ðŸ˜´ðŸ˜´,aj,0,"['baru', 'aj']"
1735,1735,kujojojo.joestar,itu lagu apa sih,lagu sih,1,"['itu', 'lagu', 'apa', 'sih']"
1736,1736,kaptensantuyy013,turu,turu,0,['turu']
1737,1737,ndraa_61,janji ngga di prot protðŸ§,janji prot prot,1,"['janji', 'ngga', 'di', 'prot', 'prot']"
1738,1738,iqbalodee,malah turu,turu,0,"['malah', 'turu']"
1739,1739,red_tartar,@zakizaki0958 ðŸ¥±ðŸ¥± ngantuk,ngantuk,0,['ngantuk']
1740,1740,bangrahmt,susss,susss,0,['susss']
1741,1741,rizalbukanwibu,lah ko biðŸ˜´,ko bi,0,"['lah', 'ko', 'bi']"
1742,1742,walterwhitez_,reflek turuðŸ˜´,reflek turu,0,"['reflek', 'turu']"
1743,1743,eugeneftsc,Jangan turðŸ˜´,tur,0,"['jangan', 'tur']"
1744,1744,afriyandigonibala11,turuðŸ˜ªðŸ˜´,turu,0,['turu']
